participant_name,ev,market,line,type,game,date,over_odds,under_odds
Buddy Hield,16.129999999999995,player_threes_over_under,3.5,under,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_threes_over_under.json,2024-01-26,175.0,-245.0
Franz Wagner,16.0,player_threes_over_under,1.5,over,fantasy__2024-01-26__67241253d140d955dddb832f699e661a__player_threes_over_under.json,2024-01-26,-240.0,175.0
Kawhi Leonard,16.0,player_blocks_steals_over_under,2.5,over,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_blocks_steals_over_under.json,2024-01-26,-240.0,175.0
Jordan Hawkins,16.0,player_rebounds_over_under,2.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_rebounds_over_under.json,2024-01-26,175.0,-240.0
Jonas Valanciunas,15.299999999999997,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_blocks_steals_over_under.json,2024-01-26,170.0,-230.0
Jusuf Nurkic,14.870000000000005,player_assists_over_under,2.5,over,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_assists_over_under.json,2024-01-26,-230.0,165.0
Shai Gilgeous-Alexander,14.719999999999999,player_threes_over_under,0.5,over,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_threes_over_under.json,2024-01-26,-225.0,165.0
Luguentz Dort,14.560000000000002,player_blocks_over_under,0.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_blocks_over_under.json,2024-01-26,165.0,-220.0
Jalen Smith,14.129999999999995,player_threes_over_under,0.5,under,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_threes_over_under.json,2024-01-26,160.0,-220.0
Jonas Valanciunas,14.129999999999995,player_blocks_over_under,0.5,over,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_blocks_over_under.json,2024-01-26,-220.0,160.0
Devin Vassell,13.96,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_blocks_steals_over_under.json,2024-01-26,160.0,-215.0
Jaren Jackson Jr.,13.96,player_assists_rebounds_over_under,8.5,under,fantasy__2024-01-26__67241253d140d955dddb832f699e661a__player_assists_rebounds_over_under.json,2024-01-26,160.0,-215.0
Herbert Jones,13.77,player_threes_over_under,1.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_threes_over_under.json,2024-01-26,157.5,-216.0
Malcolm Brogdon,13.54,player_points_over_under,19.5,under,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_points_over_under.json,2024-01-26,150.0,-230.0
Max Strus,13.509999999999998,player_assists_points_rebounds_over_under,19.5,under,fantasy__2024-01-26__db306f30ccdf5bfad5bf666b39d83961__player_assists_points_rebounds_over_under.json,2024-01-26,155.0,-215.0
Franz Wagner,13.509999999999998,player_assists_rebounds_over_under,8.5,under,fantasy__2024-01-26__67241253d140d955dddb832f699e661a__player_assists_rebounds_over_under.json,2024-01-26,155.0,-215.0
Dennis Schroder,13.340000000000003,player_rebounds_over_under,2.5,over,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_rebounds_over_under.json,2024-01-26,-210.0,155.0
Markelle Fultz,13.149999999999999,player_assists_rebounds_over_under,7.5,under,fantasy__2024-01-26__67241253d140d955dddb832f699e661a__player_assists_rebounds_over_under.json,2024-01-26,155.0,-205.0
Kawhi Leonard,13.059999999999999,player_threes_over_under,1.5,over,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_threes_over_under.json,2024-01-26,-210.5,152.5
James Harden,12.769999999999996,player_threes_over_under,3.5,under,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_threes_over_under.json,2024-01-26,152.5,-210.0
Josh Green,12.689999999999998,player_threes_over_under,1.5,over,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_threes_over_under.json,2024-01-26,-205.0,150.0
Cason Wallace,12.689999999999998,player_steals_over_under,0.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_steals_over_under.json,2024-01-26,150.0,-205.0
Jonathan Isaac,12.5,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-26__67241253d140d955dddb832f699e661a__player_blocks_steals_over_under.json,2024-01-26,150.0,-200.0
Isaiah Joe,11.130000000000003,player_rebounds_over_under,3.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_rebounds_over_under.json,2024-01-26,140.0,-190.0
Shai Gilgeous-Alexander,11.130000000000003,player_rebounds_over_under,5.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_rebounds_over_under.json,2024-01-26,138.0,-190.0
Bradley Beal,11.130000000000003,player_assists_over_under,4.5,under,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_assists_over_under.json,2024-01-26,140.0,-190.0
Chet Holmgren,11.130000000000003,player_assists_over_under,2.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_assists_over_under.json,2024-01-26,140.0,-190.0
Scottie Barnes,10.909999999999997,player_blocks_steals_over_under,2.5,under,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_blocks_steals_over_under.json,2024-01-26,140.0,-185.0
Norman Powell,10.909999999999997,player_rebounds_over_under,2.5,over,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_rebounds_over_under.json,2024-01-26,-185.0,140.0
Myles Turner,10.190000000000001,player_blocks_over_under,1.5,under,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_blocks_over_under.json,2024-01-26,140.0,-189.5
Dejounte Murray,10.170000000000002,player_points_over_under,23.5,under,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_points_over_under.json,2024-01-26,135.0,-180.0
Cody Martin,10.170000000000002,player_rebounds_over_under,3.5,under,fantasy__2024-01-26__b9f8409d6b736501d3a13c02b49d75bd__player_rebounds_over_under.json,2024-01-26,135.0,-180.0
Jerami Grant,10.170000000000002,player_rebounds_over_under,4.5,under,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_rebounds_over_under.json,2024-01-26,135.0,-180.0
Victor Wembanyama,10.170000000000002,player_assists_over_under,3.5,over,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_assists_over_under.json,2024-01-26,-180.0,135.0
Donovan Mitchell,9.409999999999997,player_threes_over_under,3.5,over,fantasy__2024-01-26__db306f30ccdf5bfad5bf666b39d83961__player_threes_over_under.json,2024-01-26,-175.0,130.0
Russell Westbrook,9.409999999999997,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_blocks_steals_over_under.json,2024-01-26,130.0,-175.0
Brandon Ingram,9.409999999999997,player_blocks_over_under,0.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_blocks_over_under.json,2024-01-26,130.0,-175.0
Pascal Siakam,9.325,player_rebounds_over_under,6.5,under,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_rebounds_over_under.json,2024-01-26,35.0,-184.5
Anfernee Simons,9.21,player_assists_over_under,6.5,under,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_assists_over_under.json,2024-01-26,130.0,-171.0
Josh Green,9.175,player_assists_over_under,2.5,over,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_assists_over_under.json,2024-01-26,-178.0,133.5
Nick Richards,8.350000000000001,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-26__b9f8409d6b736501d3a13c02b49d75bd__player_blocks_steals_over_under.json,2024-01-26,125.0,-165.0
Brandon Miller,8.350000000000001,player_rebounds_over_under,4.5,under,fantasy__2024-01-26__b9f8409d6b736501d3a13c02b49d75bd__player_rebounds_over_under.json,2024-01-26,125.0,-165.0
Dillon Brooks,8.350000000000001,player_rebounds_over_under,3.5,under,fantasy__2024-01-26__b9f8409d6b736501d3a13c02b49d75bd__player_rebounds_over_under.json,2024-01-26,125.0,-165.0
Cedi Osman,8.350000000000001,player_rebounds_over_under,2.5,under,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_rebounds_over_under.json,2024-01-26,125.0,-165.0
Keldon Johnson,7.905000000000001,player_threes_over_under,1.5,under,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_threes_over_under.json,2024-01-26,124.0,-166.0
Zach Collins,7.799999999999997,player_rebounds_over_under,4.5,under,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_rebounds_over_under.json,2024-01-26,120.0,-165.0
Gary Trent Jr.,7.799999999999997,player_rebounds_over_under,2.5,under,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_rebounds_over_under.json,2024-01-26,120.0,-165.0
Bogdan Bogdanovic,7.57,player_threes_over_under,2.5,over,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_threes_over_under.json,2024-01-26,-161.0,120.0
Scoot Henderson,7.520000000000003,player_assists_points_rebounds_over_under,20.5,over,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_assists_points_rebounds_over_under.json,2024-01-26,-160.0,120.0
Bennedict Mathurin,7.520000000000003,player_blocks_steals_over_under,0.5,under,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_blocks_steals_over_under.json,2024-01-26,120.0,-160.0
Paolo Banchero,7.520000000000003,player_assists_rebounds_over_under,11.5,over,fantasy__2024-01-26__67241253d140d955dddb832f699e661a__player_assists_rebounds_over_under.json,2024-01-26,-160.0,120.0
Paul George,7.520000000000003,player_assists_points_over_under,21.5,over,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_assists_points_over_under.json,2024-01-26,-160.0,120.0
Jontay Porter,7.520000000000003,player_steals_over_under,0.5,under,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_steals_over_under.json,2024-01-26,120.0,-160.0
Kawhi Leonard,7.299999999999997,player_rebounds_over_under,6.5,over,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_rebounds_over_under.json,2024-01-26,-160.0,117.0
Bogdan Bogdanovic,7.210000000000001,player_threes_over_under,2.5,under,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_threes_over_under.json,2024-01-26,120.0,-155.0
Brandon Ingram,7.210000000000001,player_assists_rebounds_over_under,11.5,over,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_assists_rebounds_over_under.json,2024-01-26,-155.0,120.0
Victor Wembanyama,7.120000000000001,player_assists_over_under,3.5,under,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_assists_over_under.json,2024-01-26,118.5,-159.5
Cam Whitmore,6.969999999999999,player_threes_over_under,1.5,under,fantasy__2024-01-26__b9f8409d6b736501d3a13c02b49d75bd__player_threes_over_under.json,2024-01-26,20.0,-160.5
Devin Booker,6.950000000000003,player_rebounds_over_under,4.5,under,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_rebounds_over_under.json,2024-01-26,117.5,-162.5
Herbert Jones,6.77,player_rebounds_over_under,3.5,over,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_rebounds_over_under.json,2024-01-26,-155.0,116.5
Chet Holmgren,6.759999999999998,player_steals_over_under,0.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_steals_over_under.json,2024-01-26,117.0,-156.0
Bruce Brown,6.649999999999999,player_points_over_under,11.5,under,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_points_over_under.json,2024-01-26,115.0,-155.0
Jalen Williams,6.649999999999999,player_assists_rebounds_over_under,8.5,over,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_assists_rebounds_over_under.json,2024-01-26,-155.0,115.0
Jalen Suggs,6.629999999999999,player_rebounds_over_under,3.5,under,fantasy__2024-01-26__67241253d140d955dddb832f699e661a__player_rebounds_over_under.json,2024-01-26,117.0,-153.5
Luguentz Dort,6.399999999999999,player_rebounds_over_under,3.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_rebounds_over_under.json,2024-01-26,115.0,-154.5
Shai Gilgeous-Alexander,6.329999999999998,player_points_over_under,32.5,over,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_points_over_under.json,2024-01-26,-150.0,115.0
Clint Capela,6.329999999999998,player_points_over_under,11.5,over,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_points_over_under.json,2024-01-26,-150.0,115.0
Luka Doncic,6.329999999999998,player_assists_rebounds_over_under,19.5,under,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_assists_rebounds_over_under.json,2024-01-26,115.0,-150.0
Grayson Allen,6.329999999999998,player_assists_points_over_under,14.5,under,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_assists_points_over_under.json,2024-01-26,115.0,-150.0
Josh Giddey,6.329999999999998,player_steals_over_under,0.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_steals_over_under.json,2024-01-26,115.0,-150.0
Kevin Durant,6.204999999999998,player_rebounds_over_under,6.5,under,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_rebounds_over_under.json,2024-01-26,13.5,-153.5
Dillon Brooks,6.119999999999997,player_points_over_under,13.5,over,fantasy__2024-01-26__b9f8409d6b736501d3a13c02b49d75bd__player_points_over_under.json,2024-01-26,-152.0,112.0
Anfernee Simons,6.07,player_rebounds_over_under,3.5,under,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_rebounds_over_under.json,2024-01-26,113.5,-150.5
Markelle Fultz,5.990000000000002,player_rebounds_over_under,3.5,under,fantasy__2024-01-26__67241253d140d955dddb832f699e661a__player_rebounds_over_under.json,2024-01-26,112.0,-150.0
Saddiq Bey,5.859999999999999,player_points_over_under,12.5,over,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_points_over_under.json,2024-01-26,-151.0,12.0
Luka Doncic,5.75,player_threes_over_under,3.5,under,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_threes_over_under.json,2024-01-26,110.0,-150.0
Jalen Johnson,5.75,player_assists_points_rebounds_over_under,28.5,over,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_assists_points_rebounds_over_under.json,2024-01-26,-150.0,110.0
Jontay Porter,5.75,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-26__ad35abdd9e43190893100761f3749f28__player_blocks_steals_over_under.json,2024-01-26,110.0,-150.0
Devin Vassell,5.75,player_assists_rebounds_over_under,8.5,under,fantasy__2024-01-26__91b45a8b36a95c8e27ddb07042eba39d__player_assists_rebounds_over_under.json,2024-01-26,110.0,-150.0
Saddiq Bey,5.75,player_points_rebounds_over_under,18.5,over,fantasy__2024-01-26__3f46796f90363fe73044e2a9a783bd39__player_points_rebounds_over_under.json,2024-01-26,-150.0,110.0
Markelle Fultz,5.740000000000002,player_assists_over_under,4.5,under,fantasy__2024-01-26__67241253d140d955dddb832f699e661a__player_assists_over_under.json,2024-01-26,111.0,-148.0
Chet Holmgren,5.619999999999997,player_assists_over_under,2.5,over,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_assists_over_under.json,2024-01-26,-148.0,110.0
Alperen Sengun,5.615000000000002,player_assists_over_under,5.5,under,fantasy__2024-01-26__b9f8409d6b736501d3a13c02b49d75bd__player_assists_over_under.json,2024-01-26,110.5,-147.5
Bradley Beal,5.409999999999997,player_assists_rebounds_over_under,9.5,under,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_assists_rebounds_over_under.json,2024-01-26,110.0,-145.0
Jusuf Nurkic,5.409999999999997,player_assists_rebounds_over_under,14.5,over,fantasy__2024-01-26__5fd904081e3fb35e06cf4fc6c9e181dc__player_assists_rebounds_over_under.json,2024-01-26,-145.0,110.0
Khris Middleton,5.409999999999997,player_points_rebounds_over_under,21.5,over,fantasy__2024-01-26__db306f30ccdf5bfad5bf666b39d83961__player_points_rebounds_over_under.json,2024-01-26,-145.0,110.0
Vince Williams Jr.,5.409999999999997,player_assists_points_over_under,17.5,under,fantasy__2024-01-26__67241253d140d955dddb832f699e661a__player_assists_points_over_under.json,2024-01-26,110.0,-145.0
Brandon Ingram,5.299999999999997,player_assists_over_under,6.5,under,fantasy__2024-01-26__d24a0acecbfc876ceb8ff9294990a55f__player_assists_over_under.json,2024-01-26,109.0,-145.0
Miles Bridges,5.080000000000002,player_threes_over_under,2.5,under,fantasy__2024-01-26__b9f8409d6b736501d3a13c02b49d75bd__player_threes_over_under.json,2024-01-26,8.5,-144.5
Max Strus,5.039999999999999,player_assists_over_under,3.5,under,fantasy__2024-01-26__db306f30ccdf5bfad5bf666b39d83961__player_assists_over_under.json,2024-01-26,108.0,-143.0
Michael Porter Jr.,16.540000000000006,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_blocks_steals_over_under.json,2024-01-25,180.0,-245.0
Dorian Finney-Smith,16.129999999999995,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_blocks_steals_over_under.json,2024-01-25,175.0,-245.0
Anthony Edwards,16.0,player_threes_over_under,2.5,over,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_threes_over_under.json,2024-01-25,-240.0,175.0
De'Aaron Fox,16.0,player_steals_over_under,1.5,under,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_steals_over_under.json,2024-01-25,175.0,-240.0
Jrue Holiday,15.299999999999997,player_assists_over_under,4.5,over,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_assists_over_under.json,2024-01-25,-230.0,170.0
Dennis Smith Jr.,14.719999999999999,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_blocks_steals_over_under.json,2024-01-25,165.0,-225.0
Malik Monk,14.719999999999999,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_blocks_steals_over_under.json,2024-01-25,165.0,-225.0
Peyton Watson,14.719999999999999,player_blocks_over_under,0.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_blocks_over_under.json,2024-01-25,165.0,-225.0
Joel Embiid,14.719999999999999,player_blocks_over_under,1.5,under,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_blocks_over_under.json,2024-01-25,165.0,-225.0
Payton Pritchard,14.719999999999999,player_rebounds_over_under,2.5,under,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_rebounds_over_under.json,2024-01-25,165.0,-225.0
Dario Saric,14.560000000000002,player_rebounds_over_under,5.5,under,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_rebounds_over_under.json,2024-01-25,165.0,-220.0
Nicolas Batum,14.129999999999995,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_blocks_steals_over_under.json,2024-01-25,160.0,-220.0
Jamal Murray,12.954999999999998,player_rebounds_over_under,3.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_rebounds_over_under.json,2024-01-25,150.0,-212.5
Corey Kispert,12.689999999999998,player_threes_over_under,1.5,under,fantasy__2024-01-25__9b4045e197ae1fbb1c635928fa6f9318__player_threes_over_under.json,2024-01-25,150.0,-205.0
Jayson Tatum,12.689999999999998,player_blocks_steals_over_under,1.5,under,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_blocks_steals_over_under.json,2024-01-25,150.0,-205.0
Austin Reaves,12.399999999999999,player_rebounds_over_under,3.5,under,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_rebounds_over_under.json,2024-01-25,145.0,-210.0
Jayson Tatum,11.82,player_threes_over_under,2.5,under,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_threes_over_under.json,2024-01-25,145.0,-195.0
Bennedict Mathurin,11.130000000000003,player_rebounds_over_under,3.5,over,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_rebounds_over_under.json,2024-01-25,-190.0,140.0
Josh Hart,10.909999999999997,player_points_over_under,6.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_points_over_under.json,2024-01-25,140.0,-185.0
Kentavious Caldwell-Pope,10.909999999999997,player_rebounds_over_under,2.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_rebounds_over_under.json,2024-01-25,140.0,-185.0
Nicolas Batum,10.399999999999999,player_assists_over_under,2.5,under,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_over_under.json,2024-01-25,135.0,-185.0
Ayo Dosunmu,10.170000000000002,player_assists_over_under,2.5,under,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_assists_over_under.json,2024-01-25,135.0,-180.0
Bennedict Mathurin,9.719999999999999,player_rebounds_over_under,3.5,under,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_rebounds_over_under.json,2024-01-25,132.0,-177.0
Patrick Williams,9.635000000000002,player_threes_over_under,1.5,under,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_threes_over_under.json,2024-01-25,39.0,-187.0
Kentavious Caldwell-Pope,9.0,player_steals_over_under,1.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_steals_over_under.json,2024-01-25,33.5,-180.0
Al Horford,8.619999999999997,player_rebounds_over_under,5.5,under,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_rebounds_over_under.json,2024-01-25,125.0,-170.0
Danuel House Jr.,8.350000000000001,player_blocks_steals_over_under,0.5,under,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_blocks_steals_over_under.json,2024-01-25,125.0,-165.0
Coby White,8.350000000000001,player_assists_over_under,5.5,under,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_assists_over_under.json,2024-01-25,125.0,-165.0
Joel Embiid,8.350000000000001,player_assists_over_under,5.5,under,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_over_under.json,2024-01-25,123.0,-165.0
Domantas Sabonis,8.350000000000001,player_assists_points_over_under,29.5,under,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_assists_points_over_under.json,2024-01-25,125.0,-165.0
Klay Thompson,7.925000000000001,player_rebounds_over_under,3.5,under,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_rebounds_over_under.json,2024-01-25,120.0,-167.5
Kevin Huerter,7.555,player_assists_over_under,2.5,under,fantasy__2024-01-25__2ba5e1c7f6255a42f0abd85b7584d7ce__player_assists_over_under.json,2024-01-25,23.5,-169.5
Precious Achiuwa,7.520000000000003,player_points_over_under,6.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_points_over_under.json,2024-01-25,120.0,-160.0
Mike Conley,7.520000000000003,player_assists_rebounds_over_under,9.5,under,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_rebounds_over_under.json,2024-01-25,120.0,-160.0
Jaylen Brown,7.520000000000003,player_rebounds_over_under,5.5,under,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_rebounds_over_under.json,2024-01-25,120.0,-160.0
Terry Rozier,7.520000000000003,player_assists_over_under,4.5,under,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_assists_over_under.json,2024-01-25,120.0,-160.0
Ayo Dosunmu,7.520000000000003,player_assists_points_over_under,12.5,over,fantasy__2024-01-25__f67f91bcc7c5d932fdda5436b11bb256__player_assists_points_over_under.json,2024-01-25,-160.0,120.0
Nicolas Batum,7.509999999999998,player_rebounds_over_under,4.5,under,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_rebounds_over_under.json,2024-01-25,115.0,-170.0
Duncan Robinson,7.210000000000001,player_points_over_under,7.5,over,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_points_over_under.json,2024-01-25,-155.0,120.0
Mikal Bridges,7.210000000000001,player_assists_rebounds_over_under,8.5,under,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_rebounds_over_under.json,2024-01-25,120.0,-155.0
Quentin Grimes,6.864999999999998,player_threes_over_under,1.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_threes_over_under.json,2024-01-25,19.0,-157.5
Mikal Bridges,6.684999999999999,player_assists_over_under,3.5,over,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_over_under.json,2024-01-25,-162.0,17.0
Jimmy Butler,6.659999999999997,player_points_over_under,18.5,over,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_points_over_under.json,2024-01-25,-157.0,114.0
Jimmy Butler,6.649999999999999,player_assists_rebounds_over_under,9.5,under,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_assists_rebounds_over_under.json,2024-01-25,115.0,-155.0
Tyler Herro,6.649999999999999,player_rebounds_over_under,5.5,under,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_rebounds_over_under.json,2024-01-25,114.0,-155.0
Terry Rozier,6.550000000000001,player_rebounds_over_under,3.5,under,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_rebounds_over_under.json,2024-01-25,16.0,-157.5
Jamal Murray,6.52,player_threes_over_under,2.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_threes_over_under.json,2024-01-25,18.0,-158.0
Nicolas Batum,6.350000000000001,player_rebounds_over_under,4.5,over,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_rebounds_over_under.json,2024-01-25,-152.0,114.0
Nicolas Batum,6.329999999999998,player_assists_rebounds_over_under,7.5,under,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_rebounds_over_under.json,2024-01-25,115.0,-150.0
Josh Hart,6.329999999999998,player_points_rebounds_over_under,13.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_points_rebounds_over_under.json,2024-01-25,115.0,-150.0
Kyle Anderson,6.145,player_assists_over_under,3.5,under,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_assists_over_under.json,2024-01-25,15.0,-153.0
Sam Hauser,6.109999999999999,player_threes_over_under,1.5,under,fantasy__2024-01-25__7f6638c43a4c4be4f256a85307594b8c__player_threes_over_under.json,2024-01-25,16.0,-156.0
Karl-Anthony Towns,5.969999999999999,player_threes_over_under,2.5,under,fantasy__2024-01-25__5e7fe25916472fc1c04a4ecdf74034bd__player_threes_over_under.json,2024-01-25,112.5,-149.0
Jalen Brunson,5.75,player_assists_rebounds_over_under,10.5,under,fantasy__2024-01-25__f4a288bcec73824f4cf54fb0d51ccdb3__player_assists_rebounds_over_under.json,2024-01-25,110.0,-150.0
Tyrese Maxey,5.75,player_assists_rebounds_over_under,10.5,under,fantasy__2024-01-25__c45c05cb32470032cb0d4024055043e9__player_assists_rebounds_over_under.json,2024-01-25,110.0,-150.0
