participant_name,ev,market,line,game,date
Jae'Sean Tate,7.520000000000003,player_rebounds_over_under,3.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_rebounds_over_under.json,2023-12-06
Patrick Beverley,7.520000000000003,player_assists_over_under,2.5,fantasy__2023-12-06__f9b48ba5d8564d2f909c89eb41da1d8a__player_assists_over_under.json,2023-12-06
Tyrese Maxey,7.520000000000003,player_assists_points_over_under,31.5,fantasy__2023-12-06__f9b48ba5d8564d2f909c89eb41da1d8a__player_assists_points_over_under.json,2023-12-06
Gordon Hayward,7.514999999999997,player_rebounds_over_under,4.5,fantasy__2023-12-06__31e0d759ac7ded9cc68e218e8ca3f56c__player_rebounds_over_under.json,2023-12-06
Royce O'Neale,7.210000000000001,player_assists_rebounds_over_under,7.5,fantasy__2023-12-06__96e81d7c8d0e97af33df11c13d156f76__player_assists_rebounds_over_under.json,2023-12-06
Nikola Vucevic,7.210000000000001,player_assists_rebounds_over_under,14.5,fantasy__2023-12-06__31e0d759ac7ded9cc68e218e8ca3f56c__player_assists_rebounds_over_under.json,2023-12-06
Robert Covington,7.210000000000001,player_rebounds_over_under,3.5,fantasy__2023-12-06__f9b48ba5d8564d2f909c89eb41da1d8a__player_rebounds_over_under.json,2023-12-06
Jalen Williams,7.210000000000001,player_points_rebounds_over_under,20.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_points_rebounds_over_under.json,2023-12-06
De'Andre Hunter,7.210000000000001,player_assists_points_over_under,14.5,fantasy__2023-12-06__96e81d7c8d0e97af33df11c13d156f76__player_assists_points_over_under.json,2023-12-06
Chet Holmgren,7.0,player_threes_over_under,1.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_threes_over_under.json,2023-12-06
Cason Wallace,6.649999999999999,player_assists_points_rebounds_over_under,9.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_assists_points_rebounds_over_under.json,2023-12-06
Jae'Sean Tate,6.649999999999999,player_assists_rebounds_over_under,5.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_assists_rebounds_over_under.json,2023-12-06
Luguentz Dort,6.649999999999999,player_assists_rebounds_over_under,5.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_assists_rebounds_over_under.json,2023-12-06
Tre Jones,6.649999999999999,player_assists_rebounds_over_under,7.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_assists_rebounds_over_under.json,2023-12-06
Donovan Mitchell,6.649999999999999,player_assists_rebounds_over_under,9.5,fantasy__2023-12-06__3a1d9bcf2da447e532d13be14f02a7ed__player_assists_rebounds_over_under.json,2023-12-06
Walker Kessler,6.649999999999999,player_assists_rebounds_over_under,9.5,fantasy__2023-12-06__a8617ccec390e76f2525bcf1437cfc4c__player_assists_rebounds_over_under.json,2023-12-06
Corey Kispert,6.649999999999999,player_assists_points_over_under,12.5,fantasy__2023-12-06__f9b48ba5d8564d2f909c89eb41da1d8a__player_assists_points_over_under.json,2023-12-06
Joe Ingles,6.649999999999999,player_steals_over_under,0.5,fantasy__2023-12-06__3a1d9bcf2da447e532d13be14f02a7ed__player_steals_over_under.json,2023-12-06
Desmond Bane,6.599999999999998,player_rebounds_over_under,4.5,fantasy__2023-12-06__1f21e12eb11babf4d9ffa59e386ab17e__player_rebounds_over_under.json,2023-12-06
Derrick Rose,6.490000000000002,player_assists_over_under,4.5,fantasy__2023-12-06__1f21e12eb11babf4d9ffa59e386ab17e__player_assists_over_under.json,2023-12-06
Brandon Miller,6.460000000000001,player_threes_over_under,1.5,fantasy__2023-12-06__31e0d759ac7ded9cc68e218e8ca3f56c__player_threes_over_under.json,2023-12-06
Jabari Smith Jr.,6.460000000000001,player_threes_over_under,1.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_threes_over_under.json,2023-12-06
Pj Washington,6.460000000000001,player_assists_points_rebounds_over_under,19.5,fantasy__2023-12-06__31e0d759ac7ded9cc68e218e8ca3f56c__player_assists_points_rebounds_over_under.json,2023-12-06
Coby White,6.350000000000001,player_threes_over_under,3.5,fantasy__2023-12-06__31e0d759ac7ded9cc68e218e8ca3f56c__player_threes_over_under.json,2023-12-06
Andre Drummond,6.329999999999998,player_points_over_under,6.5,fantasy__2023-12-06__31e0d759ac7ded9cc68e218e8ca3f56c__player_points_over_under.json,2023-12-06
De'Andre Hunter,6.329999999999998,player_assists_rebounds_over_under,5.5,fantasy__2023-12-06__96e81d7c8d0e97af33df11c13d156f76__player_assists_rebounds_over_under.json,2023-12-06
Michael Porter Jr.,6.329999999999998,player_assists_rebounds_over_under,8.5,fantasy__2023-12-06__8bcf55d31c33d13ae37c023edf4cb17d__player_assists_rebounds_over_under.json,2023-12-06
Anthony Black,6.329999999999998,player_assists_rebounds_over_under,3.5,fantasy__2023-12-06__3a1d9bcf2da447e532d13be14f02a7ed__player_assists_rebounds_over_under.json,2023-12-06
Jabari Walker,6.329999999999998,player_assists_points_over_under,9.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_assists_points_over_under.json,2023-12-06
Cole Anthony,6.055,player_rebounds_over_under,4.5,fantasy__2023-12-06__3a1d9bcf2da447e532d13be14f02a7ed__player_rebounds_over_under.json,2023-12-06
Reggie Jackson,5.989999999999998,player_points_over_under,8.5,fantasy__2023-12-06__8bcf55d31c33d13ae37c023edf4cb17d__player_points_over_under.json,2023-12-06
Franz Wagner,5.920000000000002,player_assists_over_under,3.5,fantasy__2023-12-06__3a1d9bcf2da447e532d13be14f02a7ed__player_assists_over_under.json,2023-12-06
Malcolm Brogdon,5.82,player_assists_over_under,5.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_assists_over_under.json,2023-12-06
Moritz Wagner,5.789999999999999,player_points_over_under,11.5,fantasy__2023-12-06__3a1d9bcf2da447e532d13be14f02a7ed__player_points_over_under.json,2023-12-06
Matisse Thybulle,5.75,player_points_over_under,5.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_points_over_under.json,2023-12-06
Kenrich Williams,5.75,player_assists_rebounds_over_under,5.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_assists_rebounds_over_under.json,2023-12-06
Jeremy Sochan,5.75,player_assists_rebounds_over_under,7.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_assists_rebounds_over_under.json,2023-12-06
Bilal Coulibaly,5.75,player_rebounds_over_under,3.5,fantasy__2023-12-06__f9b48ba5d8564d2f909c89eb41da1d8a__player_rebounds_over_under.json,2023-12-06
Jonathan Kuminga,5.75,player_points_rebounds_over_under,12.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_points_rebounds_over_under.json,2023-12-06
Jeremy Sochan,5.740000000000002,player_assists_points_rebounds_over_under,15.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_assists_points_rebounds_over_under.json,2023-12-06
Shaedon Sharpe,5.670000000000002,player_points_over_under,18.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_points_over_under.json,2023-12-06
Andrew Wiggins,5.649999999999999,player_rebounds_over_under,4.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_rebounds_over_under.json,2023-12-06
Keldon Johnson,5.619999999999997,player_threes_over_under,1.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_threes_over_under.json,2023-12-06
Malachi Flynn,5.409999999999997,player_threes_over_under,0.5,fantasy__2023-12-06__5502604821ff081cc352c44d0804abe8__player_threes_over_under.json,2023-12-06
Matisse Thybulle,5.409999999999997,player_assists_points_rebounds_over_under,10.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_assists_points_rebounds_over_under.json,2023-12-06
Nicolas Batum,5.409999999999997,player_assists_points_rebounds_over_under,11.5,fantasy__2023-12-06__f9b48ba5d8564d2f909c89eb41da1d8a__player_assists_points_rebounds_over_under.json,2023-12-06
Toumani Camara,5.409999999999997,player_points_over_under,7.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_points_over_under.json,2023-12-06
Nickeil Alexander-Walker,5.409999999999997,player_points_over_under,8.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_points_over_under.json,2023-12-06
Jabari Smith Jr.,5.409999999999997,player_assists_rebounds_over_under,10.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_assists_rebounds_over_under.json,2023-12-06
Trae Young,5.409999999999997,player_assists_rebounds_over_under,13.5,fantasy__2023-12-06__96e81d7c8d0e97af33df11c13d156f76__player_assists_rebounds_over_under.json,2023-12-06
Devin Vassell,5.409999999999997,player_assists_rebounds_over_under,6.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_assists_rebounds_over_under.json,2023-12-06
Aaron Gordon,5.409999999999997,player_assists_rebounds_over_under,9.5,fantasy__2023-12-06__8bcf55d31c33d13ae37c023edf4cb17d__player_assists_rebounds_over_under.json,2023-12-06
Paul George,5.409999999999997,player_assists_rebounds_over_under,10.5,fantasy__2023-12-06__8bcf55d31c33d13ae37c023edf4cb17d__player_assists_rebounds_over_under.json,2023-12-06
Goga Bitadze,5.409999999999997,player_assists_rebounds_over_under,7.5,fantasy__2023-12-06__3a1d9bcf2da447e532d13be14f02a7ed__player_assists_rebounds_over_under.json,2023-12-06
Max Strus,5.409999999999997,player_assists_rebounds_over_under,8.5,fantasy__2023-12-06__3a1d9bcf2da447e532d13be14f02a7ed__player_assists_rebounds_over_under.json,2023-12-06
Andre Drummond,5.409999999999997,player_assists_rebounds_over_under,7.5,fantasy__2023-12-06__31e0d759ac7ded9cc68e218e8ca3f56c__player_assists_rebounds_over_under.json,2023-12-06
Ausar Thompson,5.409999999999997,player_assists_rebounds_over_under,7.5,fantasy__2023-12-06__1f21e12eb11babf4d9ffa59e386ab17e__player_assists_rebounds_over_under.json,2023-12-06
Desmond Bane,5.409999999999997,player_assists_rebounds_over_under,10.5,fantasy__2023-12-06__1f21e12eb11babf4d9ffa59e386ab17e__player_assists_rebounds_over_under.json,2023-12-06
Devin Vassell,5.409999999999997,player_rebounds_over_under,3.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_rebounds_over_under.json,2023-12-06
Jeremy Sochan,5.409999999999997,player_rebounds_over_under,4.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_rebounds_over_under.json,2023-12-06
Bilal Coulibaly,5.409999999999997,player_assists_over_under,1.5,fantasy__2023-12-06__f9b48ba5d8564d2f909c89eb41da1d8a__player_assists_over_under.json,2023-12-06
Cedi Osman,5.409999999999997,player_points_rebounds_over_under,11.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_points_rebounds_over_under.json,2023-12-06
Dejounte Murray,5.409999999999997,player_points_rebounds_over_under,24.5,fantasy__2023-12-06__96e81d7c8d0e97af33df11c13d156f76__player_points_rebounds_over_under.json,2023-12-06
Kevin Love,5.409999999999997,player_points_rebounds_over_under,13.5,fantasy__2023-12-06__5502604821ff081cc352c44d0804abe8__player_points_rebounds_over_under.json,2023-12-06
Shai Gilgeous-Alexander,5.409999999999997,player_points_rebounds_over_under,35.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_points_rebounds_over_under.json,2023-12-06
Kyle Anderson,5.409999999999997,player_assists_points_over_under,10.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_assists_points_over_under.json,2023-12-06
Kevon Looney,5.409999999999997,player_assists_points_over_under,8.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_assists_points_over_under.json,2023-12-06
Bojan Bogdanovic,5.409999999999997,player_steals_over_under,0.5,fantasy__2023-12-06__1f21e12eb11babf4d9ffa59e386ab17e__player_steals_over_under.json,2023-12-06
Michael Porter Jr.,5.380000000000003,player_points_over_under,15.5,fantasy__2023-12-06__8bcf55d31c33d13ae37c023edf4cb17d__player_points_over_under.json,2023-12-06
John Collins,5.340000000000003,player_rebounds_over_under,8.5,fantasy__2023-12-06__a8617ccec390e76f2525bcf1437cfc4c__player_rebounds_over_under.json,2023-12-06
Orlando Robinson,5.335000000000001,player_rebounds_over_under,7.5,fantasy__2023-12-06__5502604821ff081cc352c44d0804abe8__player_rebounds_over_under.json,2023-12-06
Demar Derozan,5.229999999999997,player_points_over_under,23.5,fantasy__2023-12-06__31e0d759ac7ded9cc68e218e8ca3f56c__player_points_over_under.json,2023-12-06
Jalen Williams,5.225000000000001,player_rebounds_over_under,4.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_rebounds_over_under.json,2023-12-06
Tyus Jones,5.175000000000001,player_assists_points_rebounds_over_under,18.5,fantasy__2023-12-06__f9b48ba5d8564d2f909c89eb41da1d8a__player_assists_points_rebounds_over_under.json,2023-12-06
Toumani Camara,5.164999999999999,player_rebounds_over_under,5.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_rebounds_over_under.json,2023-12-06
Gordon Hayward,5.109999999999999,player_assists_over_under,4.5,fantasy__2023-12-06__31e0d759ac7ded9cc68e218e8ca3f56c__player_assists_over_under.json,2023-12-06
Shaedon Sharpe,5.060000000000002,player_assists_rebounds_over_under,9.5,fantasy__2023-12-06__06c805e8bc716fe121015303daf98b6a__player_assists_rebounds_over_under.json,2023-12-06
Victor Wembanyama,5.039999999999999,player_threes_over_under,1.5,fantasy__2023-12-06__a0b69a33c8d8368b5ceb7c89347f37ca__player_threes_over_under.json,2023-12-06
Jalen Green,5.039999999999999,player_threes_over_under,2.5,fantasy__2023-12-06__94f75fcd55d704ef568ecc8349669665__player_threes_over_under.json,2023-12-06
Jordan Goodwin,24.39,player_assists_rebounds_over_under,4.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_assists_rebounds_over_under.json,2023-12-05
Brook Lopez,24.03,player_points_rebounds_over_under,17.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_points_rebounds_over_under.json,2023-12-05
Grayson Allen,23.615,player_assists_over_under,2.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_assists_over_under.json,2023-12-05
Mitchell Robinson,22.430000000000003,player_blocks_over_under,1.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_blocks_over_under.json,2023-12-05
Bobby Portis,16.63,player_assists_points_rebounds_over_under,18.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_assists_points_rebounds_over_under.json,2023-12-05
Khris Middleton,16.0,player_blocks_steals_over_under,0.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_blocks_steals_over_under.json,2023-12-05
Malik Beasley,15.299999999999997,player_assists_over_under,1.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_assists_over_under.json,2023-12-05
Eric Gordon,14.309999999999995,player_assists_over_under,2.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_assists_over_under.json,2023-12-05
Josh Okogie,12.689999999999998,player_rebounds_over_under,2.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_rebounds_over_under.json,2023-12-05
Taurean Prince,12.579999999999998,player_assists_over_under,1.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_assists_over_under.json,2023-12-05
Taurean Prince,12.5,player_steals_over_under,0.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_steals_over_under.json,2023-12-05
Anthony Davis,11.82,player_blocks_steals_over_under,3.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_blocks_steals_over_under.json,2023-12-05
Kevin Durant,11.530000000000001,player_points_over_under,29.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_points_over_under.json,2023-12-05
Brook Lopez,11.219999999999999,player_threes_over_under,1.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_threes_over_under.json,2023-12-05
D'Angelo Russell,11.129999999999999,player_rebounds_over_under,2.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_rebounds_over_under.json,2023-12-05
Khris Middleton,10.204999999999998,player_steals_over_under,0.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_steals_over_under.json,2023-12-05
Eric Gordon,9.409999999999997,player_assists_rebounds_over_under,4.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_assists_rebounds_over_under.json,2023-12-05
Drew Eubanks,9.149999999999999,player_assists_rebounds_over_under,5.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_assists_rebounds_over_under.json,2023-12-05
Grayson Allen,8.670000000000002,player_rebounds_over_under,3.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_rebounds_over_under.json,2023-12-05
Jalen Brunson,8.350000000000001,player_assists_rebounds_over_under,9.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_assists_rebounds_over_under.json,2023-12-05
Damian Lillard,8.299999999999997,player_threes_over_under,3.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_threes_over_under.json,2023-12-05
Jordan Goodwin,7.520000000000003,player_threes_over_under,0.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_threes_over_under.json,2023-12-05
Quentin Grimes,7.520000000000003,player_blocks_steals_over_under,0.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_blocks_steals_over_under.json,2023-12-05
Malik Beasley,7.520000000000003,player_assists_rebounds_over_under,5.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_assists_rebounds_over_under.json,2023-12-05
Drew Eubanks,7.210000000000001,player_rebounds_over_under,4.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_rebounds_over_under.json,2023-12-05
Lebron James,7.100000000000001,player_points_over_under,25.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_points_over_under.json,2023-12-05
Taurean Prince,6.670000000000002,player_rebounds_over_under,2.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_rebounds_over_under.json,2023-12-05
Khris Middleton,6.649999999999999,player_assists_rebounds_over_under,7.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_assists_rebounds_over_under.json,2023-12-05
Giannis Antetokounmpo,6.329999999999998,player_assists_rebounds_over_under,16.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_assists_rebounds_over_under.json,2023-12-05
Rui Hachimura,6.329999999999998,player_points_rebounds_over_under,10.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_points_rebounds_over_under.json,2023-12-05
Austin Reaves,5.409999999999997,player_assists_rebounds_over_under,7.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_assists_rebounds_over_under.json,2023-12-05
Josh Okogie,5.409999999999997,player_assists_rebounds_over_under,3.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_assists_rebounds_over_under.json,2023-12-05
Khris Middleton,5.409999999999997,player_points_rebounds_over_under,17.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_points_rebounds_over_under.json,2023-12-05
Josh Hart,5.039999999999999,player_rebounds_over_under,6.5,fantasy__2023-12-05__24f2f9eab2d686244690e650d1c1ae33__player_rebounds_over_under.json,2023-12-05
Devin Booker,5.039999999999999,player_rebounds_over_under,5.5,fantasy__2023-12-05__109a8d9cf8de37e256d98b1aa522ae92__player_rebounds_over_under.json,2023-12-05
Myles Turner,23.330000000000002,player_steals_over_under,0.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_steals_over_under.json,2023-12-04
Jaylen Brown,22.129999999999995,player_assists_points_over_under,27.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_assists_points_over_under.json,2023-12-04
De'Aaron Fox,21.890000000000004,player_points_over_under,28.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_points_over_under.json,2023-12-04
Kevin Huerter,21.540000000000003,player_steals_over_under,0.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_steals_over_under.json,2023-12-04
Myles Turner,20.41,player_blocks_over_under,1.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_blocks_over_under.json,2023-12-04
Buddy Hield,19.220000000000002,player_assists_over_under,2.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_assists_over_under.json,2023-12-04
Jaylen Brown,18.39,player_blocks_steals_over_under,1.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_blocks_steals_over_under.json,2023-12-04
Jose Alvarado,18.28,player_assists_over_under,1.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_assists_over_under.json,2023-12-04
Jaylen Brown,17.180000000000007,player_blocks_over_under,0.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_blocks_over_under.json,2023-12-04
Kevin Huerter,16.185000000000002,player_assists_over_under,2.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_assists_over_under.json,2023-12-04
Domantas Sabonis,14.560000000000002,player_blocks_steals_over_under,1.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_blocks_steals_over_under.json,2023-12-04
Domantas Sabonis,14.315000000000001,player_blocks_over_under,0.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_blocks_over_under.json,2023-12-04
Jayson Tatum,12.689999999999998,player_blocks_steals_over_under,1.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_blocks_steals_over_under.json,2023-12-04
Harrison Barnes,12.689999999999998,player_assists_rebounds_over_under,4.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_assists_rebounds_over_under.json,2023-12-04
Jordan Hawkins,12.420000000000002,player_threes_over_under,1.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_threes_over_under.json,2023-12-04
Bruce Brown,11.130000000000003,player_blocks_steals_over_under,1.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_blocks_steals_over_under.json,2023-12-04
Aaron Nesmith,10.909999999999997,player_assists_points_over_under,9.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_assists_points_over_under.json,2023-12-04
Keegan Murray,9.61,player_assists_points_rebounds_over_under,19.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_assists_points_rebounds_over_under.json,2023-12-04
Sam Hauser,9.409999999999997,player_rebounds_over_under,3.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_rebounds_over_under.json,2023-12-04
Malik Monk,8.350000000000001,player_assists_rebounds_over_under,7.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_assists_rebounds_over_under.json,2023-12-04
Payton Pritchard,8.030000000000001,player_threes_over_under,1.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_threes_over_under.json,2023-12-04
Jrue Holiday,7.960000000000001,player_threes_over_under,1.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_threes_over_under.json,2023-12-04
Jose Alvarado,7.799999999999997,player_threes_over_under,0.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_threes_over_under.json,2023-12-04
Derrick White,7.520000000000003,player_assists_rebounds_over_under,9.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_assists_rebounds_over_under.json,2023-12-04
Bennedict Mathurin,7.520000000000003,player_rebounds_over_under,3.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_rebounds_over_under.json,2023-12-04
Herbert Jones,7.140000000000001,player_assists_over_under,2.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_assists_over_under.json,2023-12-04
Domantas Sabonis,6.934999999999999,player_steals_over_under,0.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_steals_over_under.json,2023-12-04
Kevin Huerter,6.810000000000002,player_rebounds_over_under,3.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_rebounds_over_under.json,2023-12-04
Obi Toppin,6.460000000000001,player_threes_over_under,1.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_threes_over_under.json,2023-12-04
Tyrese Haliburton,6.23,player_rebounds_over_under,3.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_rebounds_over_under.json,2023-12-04
Jaylen Brown,5.879999999999999,player_assists_over_under,2.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_assists_over_under.json,2023-12-04
Harrison Barnes,5.785,player_rebounds_over_under,3.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_rebounds_over_under.json,2023-12-04
Brandon Ingram,5.75,player_assists_rebounds_over_under,10.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_assists_rebounds_over_under.json,2023-12-04
Naji Marshall,5.75,player_assists_points_over_under,7.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_assists_points_over_under.json,2023-12-04
Tyrese Haliburton,5.409999999999997,player_threes_over_under,3.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_threes_over_under.json,2023-12-04
Aaron Nesmith,5.409999999999997,player_assists_rebounds_over_under,4.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_assists_rebounds_over_under.json,2023-12-04
Andrew Nembhard,5.409999999999997,player_assists_rebounds_over_under,5.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_assists_rebounds_over_under.json,2023-12-04
Keegan Murray,5.409999999999997,player_assists_rebounds_over_under,6.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_assists_rebounds_over_under.json,2023-12-04
Trey Lyles,5.100000000000001,player_assists_points_rebounds_over_under,13.5,fantasy__2023-12-04__700d9bd95cba9bd171d20c96bda235bf__player_assists_points_rebounds_over_under.json,2023-12-04
Bruce Brown,5.074999999999999,player_rebounds_over_under,4.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_rebounds_over_under.json,2023-12-04
Tyrese Haliburton,5.009999999999998,player_assists_over_under,10.5,fantasy__2023-12-04__09a1ce6b66f4ffc1108d438154ca6ea1__player_assists_over_under.json,2023-12-04
Shai Gilgeous-Alexander,25.0,player_blocks_over_under,0.5,fantasy__2023-12-02__e1f6758144baced50878accc8df75dc0__player_blocks_over_under.json,2023-12-02
Jerami Grant,24.544999999999998,player_points_over_under,23.5,fantasy__2023-12-02__4a1a4d33053c36ecaa8344a048d2673f__player_points_over_under.json,2023-12-02
Brandon Miller,24.460000000000004,player_points_over_under,13.5,fantasy__2023-12-02__4c18fd6f43e2921f0a6f9822f55940c8__player_points_over_under.json,2023-12-02
Myles Turner,24.03,player_assists_over_under,1.5,fantasy__2023-12-02__6d0a1639de661a5096534d83a79209ab__player_assists_over_under.json,2023-12-02
Domantas Sabonis,23.565,player_blocks_over_under,0.5,fantasy__2023-12-02__724105f738e47912e263b243756ad54f__player_blocks_over_under.json,2023-12-02
