participant_name,ev,market,line,game,date
Walker Kessler,5.409999999999997,player_blocks_over_under,1.5,fantasy__2024-01-18__f94c0cb575a658f155d0256e3f4163aa__player_blocks_over_under.json,2024-01-18
Obi Toppin,5.409999999999997,player_assists_rebounds_over_under,6.5,fantasy__2024-01-18__7b9df735934be92ef9bf97cbc6287dc2__player_assists_rebounds_over_under.json,2024-01-18
Jordan Clarkson,5.409999999999997,player_assists_rebounds_over_under,8.5,fantasy__2024-01-18__f94c0cb575a658f155d0256e3f4163aa__player_assists_rebounds_over_under.json,2024-01-18
John Konchar,5.409999999999997,player_rebounds_over_under,4.5,fantasy__2024-01-18__8bab59e32efebdb93640e6d60e121ce4__player_rebounds_over_under.json,2024-01-18
Mike Conley,5.409999999999997,player_rebounds_over_under,2.5,fantasy__2024-01-18__8bab59e32efebdb93640e6d60e121ce4__player_rebounds_over_under.json,2024-01-18
Simone Fontecchio,5.409999999999997,player_points_rebounds_over_under,10.5,fantasy__2024-01-18__f94c0cb575a658f155d0256e3f4163aa__player_points_rebounds_over_under.json,2024-01-18
Ayo Dosunmu,5.409999999999997,player_points_rebounds_over_under,9.5,fantasy__2024-01-18__e387df4823ee5662cdf795a3d0305012__player_points_rebounds_over_under.json,2024-01-18
Chet Holmgren,5.409999999999997,player_assists_points_over_under,21.5,fantasy__2024-01-18__f94c0cb575a658f155d0256e3f4163aa__player_assists_points_over_under.json,2024-01-18
Domantas Sabonis,5.409999999999997,player_assists_points_over_under,30.5,fantasy__2024-01-18__7b9df735934be92ef9bf97cbc6287dc2__player_assists_points_over_under.json,2024-01-18
Rudy Gobert,5.039999999999999,player_points_over_under,14.5,fantasy__2024-01-18__8bab59e32efebdb93640e6d60e121ce4__player_points_over_under.json,2024-01-18
Scottie Barnes,5.039999999999999,player_assists_over_under,5.5,fantasy__2024-01-18__e387df4823ee5662cdf795a3d0305012__player_assists_over_under.json,2024-01-18
Max Strus,23.205,player_assists_over_under,3.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_assists_over_under.json,2024-01-17
Dorian Finney-Smith,22.865,player_threes_over_under,1.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_threes_over_under.json,2024-01-17
Anfernee Simons,22.39,player_steals_over_under,0.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_steals_over_under.json,2024-01-17
Jaylen Brown,21.689999999999998,player_blocks_over_under,0.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_blocks_over_under.json,2024-01-17
Anthony Edwards,21.395000000000003,player_blocks_over_under,0.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_blocks_over_under.json,2024-01-17
Bogdan Bogdanovic,21.295,player_threes_over_under,2.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_threes_over_under.json,2024-01-17
Herbert Jones,19.840000000000003,player_assists_points_over_under,10.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_assists_points_over_under.json,2024-01-17
Miles Bridges,19.715000000000003,player_assists_over_under,2.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_assists_over_under.json,2024-01-17
Jaden Ivey,19.65,player_rebounds_over_under,3.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_rebounds_over_under.json,2024-01-17
Anthony Edwards,19.615000000000002,player_points_over_under,28.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_points_over_under.json,2024-01-17
Al Horford,19.605000000000004,player_points_over_under,9.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_points_over_under.json,2024-01-17
Josh Richardson,19.299999999999997,player_steals_over_under,0.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_steals_over_under.json,2024-01-17
Luka Doncic,18.99,player_points_over_under,32.5,fantasy__2024-01-17__d65dfb1af76890dc942435fbddef845a__player_points_over_under.json,2024-01-17
Sam Hauser,18.21,player_assists_points_rebounds_over_under,13.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_assists_points_rebounds_over_under.json,2024-01-17
Sam Merrill,17.840000000000003,player_threes_over_under,2.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_threes_over_under.json,2024-01-17
Grant Williams,17.799999999999997,player_assists_points_over_under,7.5,fantasy__2024-01-17__d65dfb1af76890dc942435fbddef845a__player_assists_points_over_under.json,2024-01-17
Toumani Camara,17.485,player_assists_points_rebounds_over_under,13.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_assists_points_rebounds_over_under.json,2024-01-17
Jimmy Butler,17.180000000000007,player_blocks_steals_over_under,1.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_blocks_steals_over_under.json,2024-01-17
Jalen Brunson,16.925,player_rebounds_over_under,3.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_rebounds_over_under.json,2024-01-17
Saddiq Bey,16.67,player_assists_over_under,1.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_over_under.json,2024-01-17
Jalen Suggs,16.540000000000006,player_blocks_steals_over_under,1.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_blocks_steals_over_under.json,2024-01-17
Jalen Duren,16.0,player_blocks_steals_over_under,1.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_blocks_steals_over_under.json,2024-01-17
Keldon Johnson,15.985,player_threes_over_under,1.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_threes_over_under.json,2024-01-17
Jonas Valanciunas,15.450000000000003,player_blocks_steals_over_under,1.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_blocks_steals_over_under.json,2024-01-17
Sam Merrill,14.95,player_points_over_under,10.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_points_over_under.json,2024-01-17
Jayson Tatum,14.719999999999999,player_blocks_steals_over_under,1.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_blocks_steals_over_under.json,2024-01-17
Jontay Porter,14.719999999999999,player_assists_points_over_under,8.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_assists_points_over_under.json,2024-01-17
Clint Capela,14.690000000000001,player_steals_over_under,0.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_steals_over_under.json,2024-01-17
Caleb Houstan,14.560000000000002,player_rebounds_over_under,2.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_rebounds_over_under.json,2024-01-17
Paolo Banchero,14.129999999999995,player_blocks_steals_over_under,1.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_blocks_steals_over_under.json,2024-01-17
Bogdan Bogdanovic,14.129999999999995,player_rebounds_over_under,2.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_rebounds_over_under.json,2024-01-17
Killian Hayes,13.96,player_assists_rebounds_over_under,8.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_assists_rebounds_over_under.json,2024-01-17
Jerami Grant,13.934999999999999,player_rebounds_over_under,3.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_rebounds_over_under.json,2024-01-17
Jalen Suggs,13.849999999999998,player_rebounds_over_under,3.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_rebounds_over_under.json,2024-01-17
Jontay Porter,13.509999999999998,player_threes_over_under,0.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_threes_over_under.json,2024-01-17
Karl-Anthony Towns,13.509999999999998,player_blocks_steals_over_under,1.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_blocks_steals_over_under.json,2024-01-17
Mikal Bridges,13.340000000000003,player_assists_rebounds_over_under,9.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_assists_rebounds_over_under.json,2024-01-17
Luke Kornet,13.340000000000003,player_assists_over_under,1.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_assists_over_under.json,2024-01-17
Isaiah Stewart,12.689999999999998,player_assists_rebounds_over_under,7.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_assists_rebounds_over_under.json,2024-01-17
Bogdan Bogdanovic,12.5,player_assists_rebounds_over_under,4.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_rebounds_over_under.json,2024-01-17
Malaki Branham,12.5,player_assists_rebounds_over_under,3.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_assists_rebounds_over_under.json,2024-01-17
Jerami Grant,12.5,player_assists_over_under,2.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_assists_over_under.json,2024-01-17
Dejounte Murray,12.030000000000001,player_assists_rebounds_over_under,8.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_rebounds_over_under.json,2024-01-17
Isaiah Stewart,11.82,player_assists_over_under,1.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_assists_over_under.json,2024-01-17
Paolo Banchero,11.650000000000002,player_blocks_over_under,0.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_blocks_over_under.json,2024-01-17
Payton Pritchard,11.61,player_rebounds_over_under,3.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_rebounds_over_under.json,2024-01-17
Miles Bridges,11.399999999999999,player_points_over_under,19.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_points_over_under.json,2024-01-17
Miles Bridges,10.909999999999997,player_blocks_steals_over_under,1.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_blocks_steals_over_under.json,2024-01-17
Jabari Smith Jr.,10.909999999999997,player_assists_rebounds_over_under,9.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_assists_rebounds_over_under.json,2024-01-17
Isaiah Hartenstein,10.769999999999996,player_blocks_over_under,1.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_blocks_over_under.json,2024-01-17
Bobby Portis,10.605,player_rebounds_over_under,8.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_rebounds_over_under.json,2024-01-17
Malik Beasley,10.59,player_rebounds_over_under,4.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_rebounds_over_under.json,2024-01-17
Wendell Carter Jr.,10.399999999999999,player_blocks_over_under,0.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_blocks_over_under.json,2024-01-17
Royce O'Neale,10.399999999999999,player_rebounds_over_under,4.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_rebounds_over_under.json,2024-01-17
Duncan Robinson,10.399999999999999,player_assists_over_under,2.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_assists_over_under.json,2024-01-17
Cole Anthony,10.170000000000002,player_assists_over_under,2.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_over_under.json,2024-01-17
Jerami Grant,10.145,player_threes_over_under,1.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_threes_over_under.json,2024-01-17
Alec Burks,9.409999999999997,player_threes_over_under,2.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_threes_over_under.json,2024-01-17
Nikola Jovic,9.409999999999997,player_assists_over_under,1.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_assists_over_under.json,2024-01-17
Chuma Okeke,9.305,player_threes_over_under,1.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_threes_over_under.json,2024-01-17
Larry Nance Jr.,9.149999999999999,player_assists_rebounds_over_under,7.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_assists_rebounds_over_under.json,2024-01-17
Julian Champagnie,9.149999999999999,player_assists_rebounds_over_under,3.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_assists_rebounds_over_under.json,2024-01-17
Pat Connaughton,9.149999999999999,player_rebounds_over_under,3.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_rebounds_over_under.json,2024-01-17
Khris Middleton,8.979999999999997,player_rebounds_over_under,5.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_rebounds_over_under.json,2024-01-17
Rudy Gobert,8.669999999999998,player_rebounds_over_under,12.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_rebounds_over_under.json,2024-01-17
Malik Beasley,8.659999999999997,player_points_over_under,13.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_points_over_under.json,2024-01-17
Karl-Anthony Towns,8.64,player_assists_over_under,3.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_assists_over_under.json,2024-01-17
Markelle Fultz,8.619999999999997,player_points_over_under,7.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_points_over_under.json,2024-01-17
Wendell Carter Jr.,8.619999999999997,player_assists_rebounds_over_under,6.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_rebounds_over_under.json,2024-01-17
Cam Whitmore,8.619999999999997,player_assists_rebounds_over_under,4.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_assists_rebounds_over_under.json,2024-01-17
Jalen Brunson,8.619999999999997,player_assists_rebounds_over_under,10.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_assists_rebounds_over_under.json,2024-01-17
Brook Lopez,8.619999999999997,player_assists_rebounds_over_under,7.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_assists_rebounds_over_under.json,2024-01-17
Julius Randle,8.479999999999997,player_assists_rebounds_over_under,13.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_assists_rebounds_over_under.json,2024-01-17
Julian Champagnie,8.350000000000001,player_rebounds_over_under,2.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_rebounds_over_under.json,2024-01-17
Jalen Suggs,8.350000000000001,player_assists_over_under,2.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_over_under.json,2024-01-17
Max Strus,8.280000000000001,player_threes_over_under,2.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_threes_over_under.json,2024-01-17
Jaylen Brown,8.240000000000002,player_points_over_under,28.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_points_over_under.json,2024-01-17
Victor Wembanyama,8.130000000000003,player_rebounds_over_under,8.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_rebounds_over_under.json,2024-01-17
Jalen Green,7.864999999999998,player_assists_over_under,2.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_assists_over_under.json,2024-01-17
Josh Hart,7.799999999999997,player_points_over_under,6.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_points_over_under.json,2024-01-17
Toumani Camara,7.695,player_rebounds_over_under,5.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_rebounds_over_under.json,2024-01-17
Isaiah Hartenstein,7.695,player_steals_over_under,1.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_steals_over_under.json,2024-01-17
Karl-Anthony Towns,7.684999999999999,player_points_over_under,22.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_points_over_under.json,2024-01-17
Dean Wade,7.629999999999999,player_rebounds_over_under,4.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_rebounds_over_under.json,2024-01-17
Bobby Portis,7.575000000000003,player_assists_points_rebounds_over_under,23.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_assists_points_rebounds_over_under.json,2024-01-17
Julian Champagnie,7.520000000000003,player_points_over_under,5.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_points_over_under.json,2024-01-17
Jeremy Sochan,7.520000000000003,player_assists_rebounds_over_under,9.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_assists_rebounds_over_under.json,2024-01-17
Amen Thompson,7.520000000000003,player_assists_rebounds_over_under,5.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_assists_rebounds_over_under.json,2024-01-17
Caleb Martin,7.520000000000003,player_assists_rebounds_over_under,6.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_assists_rebounds_over_under.json,2024-01-17
Jimmy Butler,7.520000000000003,player_assists_rebounds_over_under,10.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_assists_rebounds_over_under.json,2024-01-17
Caleb Martin,7.520000000000003,player_rebounds_over_under,4.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_rebounds_over_under.json,2024-01-17
Chuma Okeke,7.520000000000003,player_rebounds_over_under,3.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_rebounds_over_under.json,2024-01-17
Killian Hayes,7.520000000000003,player_points_rebounds_over_under,8.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_points_rebounds_over_under.json,2024-01-17
Sam Hauser,7.460000000000001,player_threes_over_under,2.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_threes_over_under.json,2024-01-17
Jayson Tatum,7.229999999999997,player_threes_over_under,3.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_threes_over_under.json,2024-01-17
Caleb Houstan,7.210000000000001,player_assists_rebounds_over_under,3.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_rebounds_over_under.json,2024-01-17
Dean Wade,7.210000000000001,player_assists_rebounds_over_under,5.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_assists_rebounds_over_under.json,2024-01-17
Josh Richardson,7.210000000000001,player_rebounds_over_under,2.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_rebounds_over_under.json,2024-01-17
Jabari Smith Jr.,7.210000000000001,player_steals_over_under,0.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_steals_over_under.json,2024-01-17
Jaylen Brown,7.109999999999999,player_rebounds_over_under,5.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_rebounds_over_under.json,2024-01-17
Bam Adebayo,7.109999999999999,player_assists_over_under,4.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_assists_over_under.json,2024-01-17
Pj Washington,7.0,player_assists_points_rebounds_over_under,15.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_assists_points_rebounds_over_under.json,2024-01-17
Miles Bridges,6.880000000000003,player_threes_over_under,2.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_threes_over_under.json,2024-01-17
Damian Lillard,6.699999999999999,player_rebounds_over_under,4.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_rebounds_over_under.json,2024-01-17
Amen Thompson,6.649999999999999,player_points_over_under,5.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_points_over_under.json,2024-01-17
Bogdan Bogdanovic,6.649999999999999,player_blocks_steals_over_under,1.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_blocks_steals_over_under.json,2024-01-17
Trae Young,6.649999999999999,player_assists_rebounds_over_under,12.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_rebounds_over_under.json,2024-01-17
Andre Jackson Jr.,6.649999999999999,player_assists_rebounds_over_under,7.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_assists_rebounds_over_under.json,2024-01-17
Devin Vassell,6.599999999999998,player_rebounds_over_under,3.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_rebounds_over_under.json,2024-01-17
Rj Barrett,6.399999999999999,player_rebounds_over_under,6.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_rebounds_over_under.json,2024-01-17
Fred Vanvleet,6.399999999999999,player_assists_over_under,8.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_assists_over_under.json,2024-01-17
Bam Adebayo,6.329999999999998,player_assists_points_rebounds_over_under,40.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_assists_points_rebounds_over_under.json,2024-01-17
Nikola Jovic,6.329999999999998,player_assists_points_rebounds_over_under,12.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_assists_points_rebounds_over_under.json,2024-01-17
Jerami Grant,6.329999999999998,player_assists_rebounds_over_under,5.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_assists_rebounds_over_under.json,2024-01-17
Cole Anthony,6.329999999999998,player_assists_rebounds_over_under,6.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_rebounds_over_under.json,2024-01-17
Saddiq Bey,6.329999999999998,player_assists_rebounds_over_under,6.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_rebounds_over_under.json,2024-01-17
Josh Richardson,6.329999999999998,player_assists_rebounds_over_under,4.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_assists_rebounds_over_under.json,2024-01-17
Kyle Lowry,6.329999999999998,player_assists_rebounds_over_under,6.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_assists_rebounds_over_under.json,2024-01-17
Nikola Jovic,6.329999999999998,player_rebounds_over_under,4.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_rebounds_over_under.json,2024-01-17
Cody Martin,6.329999999999998,player_points_rebounds_over_under,10.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_points_rebounds_over_under.json,2024-01-17
Alperen Sengun,6.204999999999998,player_blocks_over_under,0.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_blocks_over_under.json,2024-01-17
Quentin Grimes,6.189999999999998,player_threes_over_under,1.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_threes_over_under.json,2024-01-17
Og Anunoby,6.100000000000001,player_points_over_under,14.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_points_over_under.json,2024-01-17
Joe Ingles,5.880000000000003,player_assists_points_over_under,10.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_points_over_under.json,2024-01-17
Markelle Fultz,5.765000000000001,player_assists_over_under,3.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_over_under.json,2024-01-17
Nikola Jovic,5.75,player_points_over_under,5.5,fantasy__2024-01-17__7659cfb935cc54dc2357efab065c3035__player_points_over_under.json,2024-01-17
Devin Vassell,5.75,player_assists_rebounds_over_under,6.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_assists_rebounds_over_under.json,2024-01-17
Tre Jones,5.75,player_assists_rebounds_over_under,9.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_assists_rebounds_over_under.json,2024-01-17
Larry Nance Jr.,5.75,player_assists_over_under,1.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_assists_over_under.json,2024-01-17
Joe Ingles,5.75,player_steals_over_under,0.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_steals_over_under.json,2024-01-17
Jaylen Brown,5.619999999999997,player_threes_over_under,2.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_threes_over_under.json,2024-01-17
Jalen Green,5.539999999999999,player_rebounds_over_under,4.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_rebounds_over_under.json,2024-01-17
Killian Hayes,5.409999999999997,player_assists_points_rebounds_over_under,14.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_assists_points_rebounds_over_under.json,2024-01-17
Kyle Anderson,5.409999999999997,player_assists_points_rebounds_over_under,13.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_assists_points_rebounds_over_under.json,2024-01-17
Ausar Thompson,5.409999999999997,player_points_over_under,5.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_points_over_under.json,2024-01-17
Cedi Osman,5.409999999999997,player_points_over_under,5.5,fantasy__2024-01-17__97d9765fbf1ba9b62dd85aa450b727ad__player_points_over_under.json,2024-01-17
Dejounte Murray,5.409999999999997,player_blocks_steals_over_under,1.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_blocks_steals_over_under.json,2024-01-17
Zion Williamson,5.409999999999997,player_assists_rebounds_over_under,10.5,fantasy__2024-01-17__32485ea9d5436311e12795a9084b6a66__player_assists_rebounds_over_under.json,2024-01-17
Karl-Anthony Towns,5.409999999999997,player_assists_rebounds_over_under,11.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_assists_rebounds_over_under.json,2024-01-17
Rudy Gobert,5.409999999999997,player_assists_rebounds_over_under,13.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_assists_rebounds_over_under.json,2024-01-17
Chuma Okeke,5.409999999999997,player_assists_rebounds_over_under,5.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_assists_rebounds_over_under.json,2024-01-17
Pat Connaughton,5.409999999999997,player_assists_rebounds_over_under,5.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_assists_rebounds_over_under.json,2024-01-17
Jeff Green,5.409999999999997,player_rebounds_over_under,1.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_rebounds_over_under.json,2024-01-17
Jalen Johnson,5.409999999999997,player_points_rebounds_over_under,23.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_points_rebounds_over_under.json,2024-01-17
Julius Randle,5.409999999999997,player_assists_points_over_under,30.5,fantasy__2024-01-17__4a34a3ccb9397a3372f24b0849fd43f8__player_assists_points_over_under.json,2024-01-17
Kyle Anderson,5.409999999999997,player_assists_points_over_under,10.5,fantasy__2024-01-17__d1ffa07fc68dedcd204c6cab95d9fcb8__player_assists_points_over_under.json,2024-01-17
Jonathan Isaac,5.409999999999997,player_steals_over_under,0.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_steals_over_under.json,2024-01-17
Malcolm Brogdon,5.334999999999997,player_threes_over_under,1.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_threes_over_under.json,2024-01-17
Jalen Johnson,5.285,player_rebounds_over_under,8.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_rebounds_over_under.json,2024-01-17
Jarrett Allen,5.219999999999999,player_points_over_under,16.5,fantasy__2024-01-17__23a832bc02c187e622c691f65ab6cb58__player_points_over_under.json,2024-01-17
Duop Reath,5.135000000000002,player_assists_points_rebounds_over_under,20.5,fantasy__2024-01-17__aad1f8f76019657ecb6b957bcb39945c__player_assists_points_rebounds_over_under.json,2024-01-17
Paolo Banchero,5.109999999999999,player_threes_over_under,1.5,fantasy__2024-01-17__a7424ae8496436675a3bf6646d05882d__player_threes_over_under.json,2024-01-17
