timestamp,handicap,odds,participant,participant_name,name,description
2024-01-27T17:51:00,8.5,-114,,,Cade Cunningham Over,Cade Cunningham - Assists
2024-01-27T17:30:24,9.5,120,,,Cade Cunningham Over,Cade Cunningham - Assists
2024-01-27T18:32:02,10.5,-106,,,Cade Cunningham Over,Cade Cunningham - Assists
2024-01-27T19:04:55,11.5,164,16124.0,Cade Cunningham,Cade Cunningham Over,Cade Cunningham - Assists
2024-01-27T19:16:07,12.5,188,16124.0,Cade Cunningham,Cade Cunningham Over,Cade Cunningham - Assists
2024-01-27T18:48:02,0.5,270,17192.0,Corey Kispert,Corey Kispert Over,Corey Kispert - Assists
2024-01-27T19:00:09,1.5,1000,17192.0,Corey Kispert,Corey Kispert Over,Corey Kispert - Assists
2024-01-27T17:55:49,0.5,-138,16730.0,Daniel Gafford,Daniel Gafford Over,Daniel Gafford - Assists
2024-01-27T19:16:07,1.5,920,16730.0,Daniel Gafford,Daniel Gafford Over,Daniel Gafford - Assists
2024-01-27T17:10:56,1.5,-3000,,,Deni Avdija Over 1.5,Deni Avdija - Alt Assists
2024-01-27T17:10:56,2.5,-550,,,Deni Avdija Over 2.5,Deni Avdija - Alt Assists
2024-01-27T17:10:56,3.5,-205,,,Deni Avdija Over 3.5,Deni Avdija - Alt Assists
2024-01-27T17:10:56,4.5,110,,,Deni Avdija Over 4.5,Deni Avdija - Alt Assists
2024-01-27T17:10:56,5.5,225,,,Deni Avdija Over 5.5,Deni Avdija - Alt Assists
2024-01-27T19:09:59,1.5,640,16943.0,Deni Avdija,Deni Avdija Over,Deni Avdija - Assists
2024-01-27T19:16:07,2.5,360,16943.0,Deni Avdija,Deni Avdija Over,Deni Avdija - Assists
2024-01-27T18:05:02,3.5,116,,,Deni Avdija Over,Deni Avdija - Assists
2024-01-27T17:10:56,4.5,114,,,Deni Avdija Over,Deni Avdija - Assists
2024-01-27T18:24:53,0.5,-140,16126.0,Isaiah Stewart,Isaiah Stewart Over,Isaiah Stewart - Assists
2024-01-27T18:28:02,1.5,-118,16126.0,Isaiah Stewart,Isaiah Stewart Over,Isaiah Stewart - Assists
2024-01-27T19:16:07,2.5,680,16126.0,Isaiah Stewart,Isaiah Stewart Over,Isaiah Stewart - Assists
2024-01-27T17:10:56,1.5,-2000,,,Jaden Ivey Over 1.5,Jaden Ivey - Alt Assists
2024-01-27T17:10:56,2.5,-470,,,Jaden Ivey Over 2.5,Jaden Ivey - Alt Assists
2024-01-27T17:10:56,3.5,-186,,,Jaden Ivey Over 3.5,Jaden Ivey - Alt Assists
2024-01-27T17:10:56,4.5,124,,,Jaden Ivey Over 4.5,Jaden Ivey - Alt Assists
2024-01-27T17:10:56,5.5,240,,,Jaden Ivey Over 5.5,Jaden Ivey - Alt Assists
2024-01-27T19:00:09,0.5,-154,16125.0,Jaden Ivey,Jaden Ivey Over,Jaden Ivey - Assists
2024-01-27T19:16:07,1.5,880,16125.0,Jaden Ivey,Jaden Ivey Over,Jaden Ivey - Assists
2024-01-27T18:05:02,2.5,106,,,Jaden Ivey Over,Jaden Ivey - Assists
2024-01-27T17:25:02,3.5,120,,,Jaden Ivey Over,Jaden Ivey - Assists
2024-01-27T17:10:56,4.5,128,,,Jaden Ivey Over,Jaden Ivey - Assists
2024-01-27T19:16:07,3.5,700,16762.0,Jalen Duren,Jalen Duren Over,Jalen Duren - Assists
2024-01-27T17:10:56,0.5,-7000,,,Jordan Poole Over 0.5,Jordan Poole - Alt Assists
2024-01-27T17:10:56,1.5,-700,,,Jordan Poole Over 1.5,Jordan Poole - Alt Assists
2024-01-27T17:10:56,2.5,-230,,,Jordan Poole Over 2.5,Jordan Poole - Alt Assists
2024-01-27T17:10:56,3.5,114,,,Jordan Poole Over 3.5,Jordan Poole - Alt Assists
2024-01-27T17:10:56,4.5,235,,,Jordan Poole Over 4.5,Jordan Poole - Alt Assists
2024-01-27T19:16:07,2.5,470,366.0,Jordan Poole,Jordan Poole Over,Jordan Poole - Assists
2024-01-27T18:28:02,3.5,162,,,Jordan Poole Over,Jordan Poole - Assists
2024-01-27T17:10:56,1.5,-4500,,,Kyle Kuzma Over 1.5,Kyle Kuzma - Alt Assists
2024-01-27T17:10:56,2.5,-850,,,Kyle Kuzma Over 2.5,Kyle Kuzma - Alt Assists
2024-01-27T17:10:56,3.5,-280,,,Kyle Kuzma Over 3.5,Kyle Kuzma - Alt Assists
2024-01-27T17:10:56,4.5,-122,,,Kyle Kuzma Over 4.5,Kyle Kuzma - Alt Assists
2024-01-27T17:10:56,5.5,172,,,Kyle Kuzma Over 5.5,Kyle Kuzma - Alt Assists
2024-01-27T16:26:32,6.5,270,,,Kyle Kuzma Over 6.5,Kyle Kuzma - Alt Assists
2024-01-27T19:04:55,3.5,-130,16168.0,Kyle Kuzma,Kyle Kuzma Over,Kyle Kuzma - Assists
2024-01-27T19:16:07,4.5,370,16168.0,Kyle Kuzma,Kyle Kuzma Over,Kyle Kuzma - Assists
2024-01-27T17:55:49,5.5,132,,,Kyle Kuzma Over,Kyle Kuzma - Assists
2024-01-27T17:35:03,6.5,-140,,,Kyle Kuzma Over,Kyle Kuzma - Assists
2024-01-27T17:30:24,0.5,-160,17166.0,Marvin Bagley,Marvin Bagley III Over,Marvin Bagley III - Assists
2024-01-27T18:52:50,1.5,640,17166.0,Marvin Bagley,Marvin Bagley III Over,Marvin Bagley III - Assists
2024-01-27T19:04:55,2.5,1000,17166.0,Marvin Bagley,Marvin Bagley III Over,Marvin Bagley III - Assists
2024-01-27T17:10:56,3.5,-4500,,,Tyus Jones Over 3.5,Tyus Jones - Alt Assists
2024-01-27T17:10:56,4.5,-1100,,,Tyus Jones Over 4.5,Tyus Jones - Alt Assists
2024-01-27T17:10:56,5.5,-400,,,Tyus Jones Over 5.5,Tyus Jones - Alt Assists
2024-01-27T17:10:56,6.5,-198,,,Tyus Jones Over 6.5,Tyus Jones - Alt Assists
2024-01-27T17:10:56,7.5,100,,,Tyus Jones Over 7.5,Tyus Jones - Alt Assists
2024-01-27T17:10:56,8.5,188,,,Tyus Jones Over 8.5,Tyus Jones - Alt Assists
2024-01-27T17:06:01,9.5,270,,,Tyus Jones Over 9.5,Tyus Jones - Alt Assists
2024-01-27T17:55:49,7.5,-130,,,Tyus Jones Over,Tyus Jones - Assists
2024-01-27T18:14:44,8.5,-172,,,Tyus Jones Over,Tyus Jones - Assists
2024-01-27T19:16:07,9.5,194,413.0,Tyus Jones,Tyus Jones Over,Tyus Jones - Assists
2024-01-27T19:09:59,10.5,130,,,Tyus Jones Over,Tyus Jones - Assists
2024-01-27T18:40:57,11.5,102,,,Tyus Jones Over,Tyus Jones - Assists
2024-01-27T19:16:07,0.5,-10000,17180.0,Alec Burks,Alec Burks Under,Alec Burks - Assists
2024-01-27T17:51:00,1.5,-220,,,Alec Burks Under,Alec Burks - Assists
2024-01-27T19:16:07,0.5,-8000,16127.0,Ausar Thompson,Ausar Thompson Under,Ausar Thompson - Assists
2024-01-27T17:30:24,1.5,-240,,,Ausar Thompson Under,Ausar Thompson - Assists
2024-01-27T18:32:02,0.5,168,17178.0,Bilal Coulibaly,Bilal Coulibaly Under,Bilal Coulibaly - Assists
2024-01-27T18:05:02,1.5,-260,17178.0,Bilal Coulibaly,Bilal Coulibaly Under,Bilal Coulibaly - Assists
2024-01-27T19:16:07,2.5,-50000,17178.0,Bilal Coulibaly,Bilal Coulibaly Under,Bilal Coulibaly - Assists
2024-01-27T18:00:47,2.5,178,19385.0,Bojan Bogdanovic,Bojan Bogdanovic Under,Bojan Bogdanovic - Assists
2024-01-27T19:16:07,3.5,-1800,19385.0,Bojan Bogdanovic,Bojan Bogdanovic Under,Bojan Bogdanovic - Assists
2024-01-27T18:05:02,4.5,-250,19385.0,Bojan Bogdanovic,Bojan Bogdanovic Under,Bojan Bogdanovic - Assists
2024-01-27T17:00:02,10.5,-2000,,,Cade Cunningham Under 10.5,Cade Cunningham - Alt Assists
2024-01-27T17:10:56,5.5,164,,,Cade Cunningham Under 5.5,Cade Cunningham - Alt Assists
2024-01-27T17:10:56,6.5,-112,,,Cade Cunningham Under 6.5,Cade Cunningham - Alt Assists
2024-01-27T17:10:56,7.5,-220,,,Cade Cunningham Under 7.5,Cade Cunningham - Alt Assists
2024-01-27T17:00:02,8.5,-380,,,Cade Cunningham Under 8.5,Cade Cunningham - Alt Assists
2024-01-27T17:00:02,9.5,-700,,,Cade Cunningham Under 9.5,Cade Cunningham - Alt Assists
2024-01-27T17:10:56,6.5,-108,,,Cade Cunningham Under,Cade Cunningham - Assists
2024-01-27T17:51:00,8.5,-114,,,Cade Cunningham Under,Cade Cunningham - Assists
2024-01-27T17:30:24,9.5,-160,,,Cade Cunningham Under,Cade Cunningham - Assists
2024-01-27T18:32:02,10.5,-125,,,Cade Cunningham Under,Cade Cunningham - Assists
2024-01-27T19:04:55,11.5,-225,16124.0,Cade Cunningham,Cade Cunningham Under,Cade Cunningham - Assists
2024-01-27T19:16:07,12.5,-260,16124.0,Cade Cunningham,Cade Cunningham Under,Cade Cunningham - Assists
2024-01-27T18:48:02,0.5,-400,17192.0,Corey Kispert,Corey Kispert Under,Corey Kispert - Assists
2024-01-27T19:16:07,1.5,-100000,17192.0,Corey Kispert,Corey Kispert Under,Corey Kispert - Assists
2024-01-27T17:55:49,0.5,104,16730.0,Daniel Gafford,Daniel Gafford Under,Daniel Gafford - Assists
2024-01-27T19:16:07,1.5,-3500,16730.0,Daniel Gafford,Daniel Gafford Under,Daniel Gafford - Assists
2024-01-27T17:10:56,3.5,152,,,Deni Avdija Under 3.5,Deni Avdija - Alt Assists
2024-01-27T17:10:56,4.5,-146,,,Deni Avdija Under 4.5,Deni Avdija - Alt Assists
2024-01-27T16:21:02,5.5,-270,,,Deni Avdija Under 5.5,Deni Avdija - Alt Assists
2024-01-27T16:21:02,6.5,-580,,,Deni Avdija Under 6.5,Deni Avdija - Alt Assists
2024-01-27T16:21:02,7.5,-1450,,,Deni Avdija Under 7.5,Deni Avdija - Alt Assists
2024-01-27T19:09:59,1.5,-1450,16943.0,Deni Avdija,Deni Avdija Under,Deni Avdija - Assists
2024-01-27T19:16:07,2.5,-580,16943.0,Deni Avdija,Deni Avdija Under,Deni Avdija - Assists
2024-01-27T18:05:02,3.5,-152,,,Deni Avdija Under,Deni Avdija - Assists
2024-01-27T17:10:56,4.5,-140,,,Deni Avdija Under,Deni Avdija - Assists
2024-01-27T18:24:53,0.5,106,16126.0,Isaiah Stewart,Isaiah Stewart Under,Isaiah Stewart - Assists
2024-01-27T18:28:02,1.5,-112,16126.0,Isaiah Stewart,Isaiah Stewart Under,Isaiah Stewart - Assists
2024-01-27T19:16:07,2.5,-1800,16126.0,Isaiah Stewart,Isaiah Stewart Under,Isaiah Stewart - Assists
2024-01-27T17:10:56,3.5,138,,,Jaden Ivey Under 3.5,Jaden Ivey - Alt Assists
2024-01-27T17:10:56,4.5,-166,,,Jaden Ivey Under 4.5,Jaden Ivey - Alt Assists
2024-01-27T19:00:09,0.5,116,16125.0,Jaden Ivey,Jaden Ivey Under,Jaden Ivey - Assists
2024-01-27T19:16:07,1.5,-3000,16125.0,Jaden Ivey,Jaden Ivey Under,Jaden Ivey - Assists
2024-01-27T18:05:02,2.5,-140,,,Jaden Ivey Under,Jaden Ivey - Assists
2024-01-27T17:25:02,3.5,-160,,,Jaden Ivey Under,Jaden Ivey - Assists
2024-01-27T17:10:56,4.5,-158,,,Jaden Ivey Under,Jaden Ivey - Assists
2024-01-27T19:16:07,3.5,-1800,16762.0,Jalen Duren,Jalen Duren Under,Jalen Duren - Assists
2024-01-27T17:10:56,2.5,168,,,Jordan Poole Under 2.5,Jordan Poole - Alt Assists
2024-01-27T17:10:56,3.5,-152,,,Jordan Poole Under 3.5,Jordan Poole - Alt Assists
2024-01-27T19:16:07,2.5,-850,366.0,Jordan Poole,Jordan Poole Under,Jordan Poole - Assists
2024-01-27T18:28:02,3.5,-220,,,Jordan Poole Under,Jordan Poole - Assists
2024-01-27T17:10:56,3.5,200,,,Kyle Kuzma Under 3.5,Kyle Kuzma - Alt Assists
2024-01-27T17:10:56,4.5,-108,,,Kyle Kuzma Under 4.5,Kyle Kuzma - Alt Assists
2024-01-27T17:10:56,5.5,-235,,,Kyle Kuzma Under 5.5,Kyle Kuzma - Alt Assists
2024-01-27T16:21:02,6.5,-420,,,Kyle Kuzma Under 6.5,Kyle Kuzma - Alt Assists
2024-01-27T17:10:56,7.5,-1200,,,Kyle Kuzma Under 7.5,Kyle Kuzma - Alt Assists
2024-01-27T16:21:02,8.5,-3000,,,Kyle Kuzma Under 8.5,Kyle Kuzma - Alt Assists
2024-01-27T19:04:55,3.5,-102,16168.0,Kyle Kuzma,Kyle Kuzma Under,Kyle Kuzma - Assists
2024-01-27T19:16:07,4.5,-600,16168.0,Kyle Kuzma,Kyle Kuzma Under,Kyle Kuzma - Assists
2024-01-27T17:55:49,5.5,-180,,,Kyle Kuzma Under,Kyle Kuzma - Assists
2024-01-27T17:35:03,6.5,106,,,Kyle Kuzma Under,Kyle Kuzma - Assists
2024-01-27T17:30:24,0.5,120,17166.0,Marvin Bagley,Marvin Bagley III Under,Marvin Bagley III - Assists
2024-01-27T18:52:50,1.5,-1450,17166.0,Marvin Bagley,Marvin Bagley III Under,Marvin Bagley III - Assists
2024-01-27T19:16:07,2.5,-100000,17166.0,Marvin Bagley,Marvin Bagley III Under,Marvin Bagley III - Assists
2024-01-27T16:45:10,5.5,280,,,Tyus Jones Under 5.5,Tyus Jones - Alt Assists
2024-01-27T17:10:56,6.5,146,,,Tyus Jones Under 6.5,Tyus Jones - Alt Assists
2024-01-27T17:10:56,7.5,-132,,,Tyus Jones Under 7.5,Tyus Jones - Alt Assists
2024-01-27T17:10:56,8.5,-260,,,Tyus Jones Under 8.5,Tyus Jones - Alt Assists
2024-01-27T17:55:49,7.5,-102,,,Tyus Jones Under,Tyus Jones - Assists
2024-01-27T18:14:44,8.5,128,,,Tyus Jones Under,Tyus Jones - Assists
2024-01-27T19:16:07,9.5,-270,413.0,Tyus Jones,Tyus Jones Under,Tyus Jones - Assists
2024-01-27T19:09:59,10.5,-174,,,Tyus Jones Under,Tyus Jones - Assists
2024-01-27T18:40:57,11.5,-136,,,Tyus Jones Under,Tyus Jones - Assists
