timestamp,handicap,odds,participant,participant_name,name,description
2024-01-27T17:57:15,2.5,-275,,,Over - Bojan Bogdanovic,Assists by the player - Including Overtime
2024-01-27T18:48:04,3.5,100,,,Over - Bojan Bogdanovic,Assists by the player - Including Overtime
2024-01-27T18:24:12,4.5,138,,,Over - Bojan Bogdanovic,Assists by the player - Including Overtime
2024-01-27T17:12:07,3.5,-235,,,Over - Deni Avdija,Assists by the player - Including Overtime
2024-01-27T17:12:07,4.5,102,,,Over - Deni Avdija,Assists by the player - Including Overtime
2024-01-27T18:48:04,2.5,-190,,,Over - Jordan Poole,Assists by the player - Including Overtime
2024-01-27T18:44:06,3.5,143,,,Over - Jordan Poole,Assists by the player - Including Overtime
2024-01-27T17:36:06,4.5,130,,,Over - Jordan Poole,Assists by the player - Including Overtime
2024-01-27T18:48:04,3.5,-265,,,Over - Kyle Kuzma,Assists by the player - Including Overtime
2024-01-27T18:44:06,4.5,170,,,Over - Kyle Kuzma,Assists by the player - Including Overtime
2024-01-27T17:57:15,5.5,114,,,Over - Kyle Kuzma,Assists by the player - Including Overtime
2024-01-27T17:33:10,6.5,-167,,,Over - Kyle Kuzma,Assists by the player - Including Overtime
2024-01-27T16:33:02,6.5,-245,,,Over - Tyus Jones,Assists by the player - Including Overtime
2024-01-27T17:12:07,7.5,-130,,,Over - Tyus Jones,Assists by the player - Including Overtime
2024-01-27T17:12:07,8.5,143,,,Over - Tyus Jones,Assists by the player - Including Overtime
2024-01-27T17:57:15,2.5,180,,,Under - Bojan Bogdanovic,Assists by the player - Including Overtime
2024-01-27T18:48:04,3.5,-139,,,Under - Bojan Bogdanovic,Assists by the player - Including Overtime
2024-01-27T18:24:12,4.5,-200,,,Under - Bojan Bogdanovic,Assists by the player - Including Overtime
2024-01-27T17:12:07,3.5,170,,,Under - Deni Avdija,Assists by the player - Including Overtime
2024-01-27T17:12:07,4.5,-134,,,Under - Deni Avdija,Assists by the player - Including Overtime
2024-01-27T18:48:04,2.5,133,,,Under - Jordan Poole,Assists by the player - Including Overtime
2024-01-27T18:44:06,3.5,-205,,,Under - Jordan Poole,Assists by the player - Including Overtime
2024-01-27T17:36:06,4.5,-186,,,Under - Jordan Poole,Assists by the player - Including Overtime
2024-01-27T18:48:04,3.5,175,,,Under - Kyle Kuzma,Assists by the player - Including Overtime
2024-01-27T18:44:06,4.5,-245,,,Under - Kyle Kuzma,Assists by the player - Including Overtime
2024-01-27T17:57:15,5.5,-159,,,Under - Kyle Kuzma,Assists by the player - Including Overtime
2024-01-27T17:33:10,6.5,117,,,Under - Kyle Kuzma,Assists by the player - Including Overtime
2024-01-27T16:33:02,6.5,175,,,Under - Tyus Jones,Assists by the player - Including Overtime
2024-01-27T17:12:07,7.5,-103,,,Under - Tyus Jones,Assists by the player - Including Overtime
2024-01-27T17:12:07,8.5,-195,,,Under - Tyus Jones,Assists by the player - Including Overtime
