timestamp,handicap,odds,participant,participant_name,name,description
2024-01-27T17:12:03,0.5,-475,,,Over,Alec Burks Total Assists
2024-01-27T17:48:04,1.5,140,,,Over,Alec Burks Total Assists
2024-01-27T17:12:03,2.5,230,,,Over,Alec Burks Total Assists
2024-01-27T17:12:03,0.5,-260,,,Over,Ausar Thompson Total Assists
2024-01-27T17:30:06,1.5,160,,,Over,Ausar Thompson Total Assists
2024-01-27T17:12:03,2.5,380,,,Over,Ausar Thompson Total Assists
2024-01-27T17:57:13,1.5,145,,,Over,Bilal Coulibaly Total Assists
2024-01-27T17:12:03,2.5,160,,,Over,Bilal Coulibaly Total Assists
2024-01-27T17:12:03,3.5,340,,,Over,Bilal Coulibaly Total Assists
2024-01-27T17:12:03,1.5,-275,,,Over,Bojan Bogdanovic Total Assists
2024-01-27T17:12:03,2.5,105,,,Over,Bojan Bogdanovic Total Assists
2024-01-27T18:00:03,3.5,160,,,Over,Bojan Bogdanovic Total Assists
2024-01-27T18:06:09,4.5,145,,,Over,Bojan Bogdanovic Total Assists
2024-01-27T17:12:03,5.5,-225,,,Over,Cade Cunningham Total Assists
2024-01-27T17:12:03,6.5,-125,,,Over,Cade Cunningham Total Assists
2024-01-27T17:27:06,7.5,-165,,,Over,Cade Cunningham Total Assists
2024-01-27T17:51:14,8.5,-110,,,Over,Cade Cunningham Total Assists
2024-01-27T18:32:06,10.5,-105,,,Over,Cade Cunningham Total Assists
2024-01-27T18:48:04,11.5,-110,,,Over,Cade Cunningham Total Assists
2024-01-27T19:00:10,12.5,150,,,Over,Cade Cunningham Total Assists
2024-01-27T17:12:03,0.5,-325,,,Over,Corey Kispert Total Assists
2024-01-27T17:36:04,1.5,150,,,Over,Corey Kispert Total Assists
2024-01-27T17:12:03,2.5,330,,,Over,Corey Kispert Total Assists
2024-01-27T17:12:03,0.5,-300,,,Over,Daniel Gafford Total Assists
2024-01-27T17:12:03,1.5,135,,,Over,Daniel Gafford Total Assists
2024-01-27T17:12:03,2.5,360,,,Over,Daniel Gafford Total Assists
2024-01-27T18:36:06,2.5,120,,,Over,Deni Avdija Total Assists
2024-01-27T18:06:09,3.5,115,,,Over,Deni Avdija Total Assists
2024-01-27T17:21:04,4.5,120,,,Over,Deni Avdija Total Assists
2024-01-27T17:12:03,5.5,165,,,Over,Deni Avdija Total Assists
2024-01-27T15:30:09,6.5,300,,,Over,Deni Avdija Total Assists
2024-01-27T17:12:03,0.5,-650,,,Over,Isaiah Stewart Total Assists
2024-01-27T18:03:02,1.5,160,,,Over,Isaiah Stewart Total Assists
2024-01-27T17:12:03,2.5,185,,,Over,Isaiah Stewart Total Assists
2024-01-27T16:33:02,3.5,360,,,Over,Isaiah Stewart Total Assists
2024-01-27T18:36:06,1.5,130,,,Over,Jaden Ivey Total Assists
2024-01-27T18:03:02,2.5,105,,,Over,Jaden Ivey Total Assists
2024-01-27T17:24:14,3.5,110,,,Over,Jaden Ivey Total Assists
2024-01-27T17:12:03,4.5,125,,,Over,Jaden Ivey Total Assists
2024-01-27T17:12:03,5.5,230,,,Over,Jaden Ivey Total Assists
2024-01-27T17:12:03,1.5,-170,,,Over,Jalen Duren Total Assists
2024-01-27T17:12:03,2.5,165,,,Over,Jalen Duren Total Assists
2024-01-27T18:00:03,3.5,130,,,Over,Jalen Duren Total Assists
2024-01-27T18:06:09,4.5,150,,,Over,Jalen Duren Total Assists
2024-01-27T18:24:10,2.5,100,,,Over,Jordan Poole Total Assists
2024-01-27T18:28:12,3.5,135,,,Over,Jordan Poole Total Assists
2024-01-27T17:12:03,4.5,230,,,Over,Jordan Poole Total Assists
2024-01-27T17:12:03,3.5,-325,,,Over,Kyle Kuzma Total Assists
2024-01-27T18:48:04,4.5,145,,,Over,Kyle Kuzma Total Assists
2024-01-27T17:54:04,5.5,125,,,Over,Kyle Kuzma Total Assists
2024-01-27T17:33:10,6.5,-140,,,Over,Kyle Kuzma Total Assists
2024-01-27T17:12:03,0.5,-190,,,Over,Marvin Bagley III Total Assists
2024-01-27T17:12:03,1.5,200,,,Over,Marvin Bagley III Total Assists
2024-01-27T17:12:03,2.5,500,,,Over,Marvin Bagley III Total Assists
2024-01-27T17:12:03,6.5,-225,,,Over,Tyus Jones Total Assists
2024-01-27T17:57:13,7.5,-150,,,Over,Tyus Jones Total Assists
2024-01-27T18:08:03,8.5,-150,,,Over,Tyus Jones Total Assists
2024-01-27T18:28:12,9.5,105,,,Over,Tyus Jones Total Assists
2024-01-27T19:08:05,10.5,120,,,Over,Tyus Jones Total Assists
2024-01-27T18:36:06,11.5,100,,,Over,Tyus Jones Total Assists
2024-01-27T17:12:03,0.5,275,,,Under,Alec Burks Total Assists
2024-01-27T17:48:04,1.5,-200,,,Under,Alec Burks Total Assists
2024-01-27T17:12:03,2.5,-375,,,Under,Alec Burks Total Assists
2024-01-27T17:12:03,0.5,180,,,Under,Ausar Thompson Total Assists
2024-01-27T17:30:06,1.5,-240,,,Under,Ausar Thompson Total Assists
2024-01-27T17:12:03,2.5,-800,,,Under,Ausar Thompson Total Assists
2024-01-27T17:57:13,1.5,-215,,,Under,Bilal Coulibaly Total Assists
2024-01-27T17:12:03,2.5,-225,,,Under,Bilal Coulibaly Total Assists
2024-01-27T17:12:03,3.5,-650,,,Under,Bilal Coulibaly Total Assists
2024-01-27T17:12:03,1.5,185,,,Under,Bojan Bogdanovic Total Assists
2024-01-27T17:12:03,2.5,-135,,,Under,Bojan Bogdanovic Total Assists
2024-01-27T18:00:03,3.5,-240,,,Under,Bojan Bogdanovic Total Assists
2024-01-27T18:06:09,4.5,-215,,,Under,Bojan Bogdanovic Total Assists
2024-01-27T17:12:03,5.5,160,,,Under,Cade Cunningham Total Assists
2024-01-27T17:12:03,6.5,-105,,,Under,Cade Cunningham Total Assists
2024-01-27T17:27:06,7.5,115,,,Under,Cade Cunningham Total Assists
2024-01-27T17:51:14,8.5,-130,,,Under,Cade Cunningham Total Assists
2024-01-27T18:32:06,10.5,-135,,,Under,Cade Cunningham Total Assists
2024-01-27T18:48:04,11.5,-130,,,Under,Cade Cunningham Total Assists
2024-01-27T19:00:10,12.5,-225,,,Under,Cade Cunningham Total Assists
2024-01-27T17:12:03,0.5,210,,,Under,Corey Kispert Total Assists
2024-01-27T17:36:04,1.5,-225,,,Under,Corey Kispert Total Assists
2024-01-27T17:12:03,2.5,-600,,,Under,Corey Kispert Total Assists
2024-01-27T17:12:03,0.5,200,,,Under,Daniel Gafford Total Assists
2024-01-27T17:12:03,1.5,-190,,,Under,Daniel Gafford Total Assists
2024-01-27T17:12:03,2.5,-700,,,Under,Daniel Gafford Total Assists
2024-01-27T18:36:06,2.5,-170,,,Under,Deni Avdija Total Assists
2024-01-27T18:06:09,3.5,-165,,,Under,Deni Avdija Total Assists
2024-01-27T17:21:04,4.5,-170,,,Under,Deni Avdija Total Assists
2024-01-27T17:12:03,5.5,-240,,,Under,Deni Avdija Total Assists
2024-01-27T15:30:09,6.5,-550,,,Under,Deni Avdija Total Assists
2024-01-27T17:12:03,0.5,340,,,Under,Isaiah Stewart Total Assists
2024-01-27T18:03:02,1.5,-240,,,Under,Isaiah Stewart Total Assists
